year,province_en,province_cn,assessment_status,actual_total_rate,actual_nonhydro_rate,total_weight_binding,nonhydro_weight_binding,total_gap,nonhydro_gap,met_total,met_nonhydro,wind_curtailment_pct,solar_curtailment_pct,gdp,gdp_per_capita,population_year_end,primary_industry,secondary_industry,tertiary_industry,retail_sales,secondary_industry_share,tertiary_industry_share,hydro_capacity,thermal_capacity,wind_capacity,solar_capacity,wind_generation,solar_generation,wind_util_hours,solar_util_hours,total_electricity_consumption,interprovincial_export,cross_province_outflow_gwh_cross_province_outflow,electricity_generation_gwh_hydro,electricity_generation_gwh_solar,electricity_generation_gwh_thermal,electricity_generation_gwh_total,electricity_generation_gwh_wind,grid_investment_million_yuan_grid,installed_capacity_mw_hydro,installed_capacity_mw_solar,installed_capacity_mw_thermal,installed_capacity_mw_total,installed_capacity_mw_wind,line_loss_rate_pct_grid_company,new_generation_capacity_mw_solar,new_generation_capacity_mw_thermal,new_generation_capacity_mw_total,new_generation_capacity_mw_wind,total_electricity_consumption_gwh_total,transformer_capacity_35kv_plus_mva_35kv_plus_total,transmission_line_length_35kv_plus_km_35kv_plus,utilization_hours_hydro,utilization_hours_solar,utilization_hours_thermal,utilization_hours_total,utilization_hours_wind,wind_utilization_rate,solar_utilization_rate,nonhydro_weight_expected,nonhydro_weight_incentive,total_weight_expected,total_weight_incentive,actual_total_qty,total_exceed,total_target_status,nonhydro_target_status,assessed,electricity_consumption_macro,energy_industry_investment,fa_investment_growth,fiscal_expenditure,fiscal_revenue,highway_mileage,industrial_value_added,infra_investment_growth,manufacturing_investment_growth,power_investment_growth,railway_mileage,rd_expenditure,resident_population,total_import_export,urban_population,urbanization_rate,total_generation_macro,state_power_invest_macro,hydro_generation_macro,thermal_generation_macro,coal_consumption_macro,power_steam_hotwater_invest_macro,electricity_consumption_macro2,energy_industry_invest_macro,delta_target_pp,distributed_solar_capacity_mw,line_loss_amount_gwh,line_loss_rate_pct_yb,power_sales_gwh,power_supply_gwh,cross_province_export_gwh,cross_province_export_growth,transmission_line_35kv_plus_circuit_km,transmission_line_35kv_plus_pole_km,transformer_35kv_plus_total_mva,transformer_35kv_plus_self_mva,transformer_35kv_plus_station_mva,new_capacity_total_mw,new_capacity_hydro_mw,new_capacity_thermal_mw,new_capacity_wind_mw,new_capacity_solar_mw,power_invest_total_million_yuan,power_invest_hydro_million_yuan,power_invest_thermal_million_yuan,power_invest_planned_completion_million_yuan,power_invest_cumulative_million_yuan,coal_consumption_rate_g_kwh,util_hours_wind_6000kw,util_hours_hydro_6000kw,util_hours_thermal_6000kw,so2_emission_10k_tons,green_coverage_pct,forest_coverage_pct,above_scale_industrial_profit,above_scale_industrial_revenue,above_scale_industrial_enterprise_num,above_scale_industrial_assets,fixed_asset_investment,real_estate_investment,manufacturing_investment,highway_mileage_macro,railway_mileage_macro,post_telecom_business_volume,total_import_export_macro,export_total,import_total,resident_population_macro,urban_population_macro,population_density,fiscal_revenue_macro,fiscal_expenditure_macro,energy_intensity,total_generation_macro2,thermal_generation_macro2,hydro_generation_macro2,coal_consumption_macro2,nonhydro_weight_binding_2025,delta_total_target,delta_nonhydro_target,wind_capacity_mw,solar_capacity_mw,wind_cap_growth_pct,solar_cap_growth_pct,wind_generation_twh,solar_generation_twh,total_generation_twh,re_share_of_generation,wind_utilization_hours,solar_utilization_hours,total_consumption_twh,consumption_growth_pct,cross_provincial_export_mwkwh,export_ratio_pct,gdp_growth_pct,electricity_intensity,per_capita_consumption,energy_fixed_invest_100myuan,industrial_value_added_100myuan,coal_consumption_10kton,so2_emission_ton,wastewater_emission_10kton,total_trade_1000usd,fiscal_revenue_100myuan,fiscal_expenditure_100myuan,foreign_investment_100myuan,urban_population_10k,highway_km,natural_gas_consumption,power_sector_invest_100myuan,power_invest_growth_pct,pollution_control_invest,pollution_control_invest_10kyuan,v4_assessment_status,v4_met_total,v4_met_nonhydro,v4_total_gap,v4_nonhydro_gap,v4_total_weight_binding,v4_secondary_industry_share,yb_cross_region_outflow_gwh,yb_heat_supply_capacity_mw,yb_heat_supply_gj,yb_new_transmission_line_110kv_km,yb_power_project_construction_scale_mw,yb_power_project_new_started_mw,yb_power_project_under_construction_mw,yb_transformer_capacity_110kv_mva,green_power_pct_cement,green_power_pct_data_center,green_power_pct_electrolytic_aluminum,green_power_pct_polysilicon,green_power_pct_steel,sample_scope,rps_total_weight_binding,rps_total_weight_expected,rps_nonhydro_weight_binding,rps_nonhydro_weight_expected,solar_cf_mean,solar_cf_cv,wind_cf_mean,wind_cf_cv,delta_target_i,yb_power_project_construction_scale_cap10kw,yb_power_project_new_started_cap10kw,yb_power_project_under_construction_cap10kw
2026,Jilin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,80.0,40.0,40.0,40.0,out_of_sample_extension,,40.0,,30.0,89.02434843160124,1.3785431431229636,1530.7335589540137,0.7555815363827388,6.5,,,
2015,Liaoning,,pre_rps,9.9,7.7,,,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021.0,7103.3,18374.0,73.5,168122.0,30498504.0,2059.95,4376.06,754.0,2105.0,17.01,415.92,315.0,,241.0,279915.0,,,,,,,,,,,,,,,,,,,,,main,,,,,87.51047547760956,1.3673630833047037,2301.8492411784,0.6847275534946468,5.0,,,
2016,Liaoning,,pre_rps,12.7,8.6,,,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.23,32677.9,16135.0,25.56,938261.0,955298007.0,10390.35,13446.09,16742.0,8353.0,21.81,79.25,479.95,,398.2,264812.0,,,,,,,,2877285.0,2076.0,330295565.0,1601.0,341.0,100.0,318.0,1097.0,,,,,,main,,,,,87.51047547760956,1.3673630833047037,2301.8492411784,0.6847275534946468,5.0,,,
2017,Liaoning,辽宁,pre-rps,12.2,9.2,,,,,,,,,21693.0,50221.0,4312.0,1902.3,8328.9,11461.8,8696.4,0.3839441294426773,0.5283639883833494,295.0,3193.0,711.0,223.0,150.0,12.0,2142.0,1072.0,2135.0,3061134.0,3061134.0,45.0,12.0,1349.0,1791.0,150.0,1051803.0,295.0,223.0,3193.0,4869.0,711.0,6.07,43.0,46.0,110.0,20.0,2135.0,2713.0,60811.0,1539.0,1072.0,4251.0,3807.0,2142.0,,,,,,,260.0,,,,,2135.5,768.57,0.1,4879.42,2392.77,12.27,7039.0,,,,0.59,2749477.0,4312.0,99595084.0,2996.0,0.6948051948051948,1829.27,187.0,34.53,1408.9,17587.17,494.67,2135.5,768.57,5.0,,111.0,6.07,1712.0,1822.0,3061134.0,6.39,60811.0,45955.0,2713.0,935.0,433.0,110.0,,46.0,20.0,43.0,1151852.0,65000.0,366517.0,1489875.0,2791288.0,154.4,2142.0,1539.0,4251.0,34.9,40.7,39.2,1063.25,23476.4,6626.0,36324.65,0.1,2289.67,,0.41,0.59,1000.1,42507812.0,18478602.0,63107145.0,4312.0,2996.0,1770.0,2392.77,4879.42,,1829.27,1408.9,34.53,17587.17,0.251,,,2670.0,743.0,,,551.0,113.0,743.0,89.36742934051144,2063.6704119850187,1520.8613728129203,2892.0,,15461860.0,53.46424619640388,,133.3148942055041,670.6864564007421,416.0,20038.7,14262.0,11.18,,377907471.0,5804.38,7530.32,14112.0,4252.0,12.01,6.14,403.0,,319.2,369011.0,assessed,,,,,,0.3839441294426773,3061134.0,2142.0,344669349.0,1336.0,512.0,198.0,463.0,671.0,,,,,,main,,,,,87.51047547760956,1.3673630833047037,2301.8492411784,0.6847275534946468,5.0,,,
2018,Liaoning,辽宁,binding,14.2,11.7,12.0,10.0,,,0.0,0.0,1.0,0.0,23510.5,54657.0,4291.0,2020.6,9049.0,12441.0,9112.8,0.384891856829927,0.5291678186342272,299.0,3383.0,761.0,302.0,165.0,32.0,2265.0,1235.0,2302.0,3028327.0,3028327.0,46.0,32.0,1381.0,1926.0,165.0,1353444.0,299.0,302.0,3383.0,5192.0,761.0,6.01,37.0,105.0,193.0,50.0,2302.0,2756.0,63001.0,1539.0,1235.0,4199.0,3859.0,2265.0,,,,11.0,,13.2,326.37,2.2,完成,完成,1.0,2302.38,,3.7,5337.72,2616.08,12.3,7728.7,-13.6,20.3,-7.9,0.65,3006014.0,4291.0,114601136.0,3015.0,0.7026334187835004,1982.69,,33.57,1453.8,17904.4,,2302.38,,5.0,45.0,118.0,6.01,1853.0,1972.0,3028327.0,-1.07,63001.0,46050.0,2756.0,958.0,461.0,193.0,,105.0,50.0,37.0,1197817.0,71500.0,281774.0,1584477.0,3809881.0,156.35000000000002,2265.0,1539.0,4199.0,32.12,39.9,39.2,1460.3,26489.9,6621.0,35637.8,3.7,2599.27,20.3,0.42,0.65,,49714244.0,20574337.0,76085821.0,4291.0,3015.0,1782.0,2616.08,5337.72,,1982.69,1453.8,33.57,17904.4,0.251,,,2868.0,946.0,7.032348804500699,35.42600896860986,632.0,130.0,946.0,80.54968287526427,2203.626220362622,1374.2071881606764,3353.0,7.8220140515222525,18055375.0,53.848419325976735,8.378278707417142,142.6171285170456,781.4029363784665,,10930.3,29594.0,34.32,,53900873.0,3513.86,7726.21,,4257.0,19.33,6.15,,13.2,242.0,987539.0,assessed,,,,,,0.384891856829927,3028327.0,2502.0,361065890.0,2803.0,541.0,119.0,520.0,860.0,,,,,,main,,,,,87.51047547760956,1.3673630833047037,2301.8492411784,0.6847275534946468,5.0,,,
2019,Liaoning,辽宁,binding,15.4,12.5,12.0,10.0,,,0.0,0.0,0.4,0.0,24855.3,58019.0,4277.0,2178.0,9475.9,13201.4,9572.9,0.3812426323560769,0.5311301814904669,302.0,3446.0,832.0,343.0,183.0,42.0,2300.0,1396.0,2401.0,3029323.0,3029323.0,44.0,42.0,1395.0,1992.0,183.0,1236800.0,302.0,343.0,3446.0,5370.0,832.0,5.67,34.0,2.0,113.0,78.0,2401.0,2793.0,64163.0,1439.0,1396.0,4070.0,3804.0,2300.0,,,,11.0,,13.2,371.0,3.4,完成,完成,1.0,2401.0,,0.3,5745.09,2652.4,12.48,8052.2,-11.8,-7.3,8.2,0.65,3102482.0,4277.0,105320038.0,3046.0,0.7121814355856909,2072.94,,43.58,1476.74,18710.78,,2401.0,,5.0,53.5,116.0,5.67,1934.0,2050.0,3029323.0,0.03,64163.0,46850.0,2793.0,971.0,499.0,113.0,,2.0,78.0,34.0,1184202.0,60000.0,177969.0,1511063.0,4229908.0,147.95,2300.0,1439.0,4070.0,26.31,40.8,,1354.04,,7610.0,41229.16,0.3,2833.95,-7.3,0.42,0.65,,43758090.0,20027471.0,78033269.0,4277.0,3046.0,1807.0,2652.4,5745.09,,2072.94,1476.74,43.58,18710.78,0.251,,,2920.0,1051.0,9.329829172141913,13.576158940397342,666.0,163.0,1051.0,78.87725975261655,2280.821917808219,1550.9039010466222,3653.0,4.300608166811459,20817990.0,56.98874897344648,5.719997447948777,146.97066621605856,854.1033434650456,,131.7,,0.34,,702863.0,221.99,2187.75,48.0,125.0,10.4,,,1.3,920.9,,assessed,,,,,,0.3812426323560769,3029323.0,2612.0,419355898.0,1437.0,624.0,218.0,568.0,525.0,,,,,,main,,,,,87.51047547760956,1.3673630833047037,2301.8492411784,0.6847275534946468,5.0,,,
2020,Liaoning,辽宁,binding,17.2,13.6,15.0,12.5,,,0.0,0.0,1.0,0.0,25011.4,58629.0,4255.0,2284.8,9357.5,13369.1,8785.9,0.3741293969949703,0.5345202587620045,305.0,3643.0,981.0,400.0,194.0,51.0,2244.0,1453.0,2423.0,2455168.0,2455168.0,57.0,51.0,1410.0,2039.0,194.0,1112644.0,305.0,400.0,3643.0,5776.0,981.0,5.01,56.0,98.0,302.0,147.0,2423.0,2805.0,66842.0,1844.0,1453.0,3951.0,3710.0,2244.0,,,,13.8,,16.6,418.0,2.2,完成,完成,1.0,2423.0,,2.6,6014.17,2655.75,13.09,7906.0,6.0,-7.0,-2.6,0.66,3353222.0,4255.0,94828320.0,3070.0,0.7215041128084606,2135.26,,56.55,1506.84,,,2423.0,,5.0,65.0,102.0,5.01,1942.0,2045.0,2455168.0,-18.95,66842.0,48280.0,2805.0,951.0,560.0,302.0,0.1,98.0,147.0,56.0,1632208.0,115000.0,126962.0,1921192.0,6069896.0,150.35000000000002,2244.0,1844.0,3951.0,20.64,41.7,,1341.22,,7755.0,42923.57,2.6,2978.86,-7.0,0.43,0.66,,36584898.0,15780338.0,72272106.0,4255.0,3070.0,1805.0,2655.75,6014.17,,2135.26,1506.84,56.55,,0.251,,,979.0,313.0,17.908653846153854,16.618075801749278,193.86,50.99,2135.0,,,,2423.0,0.9162848812994673,2455168.0,,0.6280350669676249,96.87582462397148,569.4477085781433,,12401.4,,10.24,,70684462.0,3008.66,8403.13,835.0,3905.0,24.11,0.03,,44.0,459.3,33508.0,assessed,1.0,1.0,2.2,1.0999999999999996,15.0,0.3741293969949703,2455168.0,2766.0,473048532.0,1979.0,729.0,274.0,606.0,692.0,,,,,,main,,,,,87.51047547760956,1.3673630833047037,2301.8492411784,0.6847275534946468,5.0,1018.0,104.0,982.0
2021,Liaoning,辽宁,binding,19.1,14.0,15.5,13.5,,,0.0,0.0,2.0,0.4,27569.5,64992.0,4229.0,2461.9,10883.3,14224.2,9492.8,0.3947587007381345,0.5159397159904968,305.0,3737.0,1087.0,478.0,227.0,55.0,2292.0,1394.0,2576.0,2230978.0,2230978.0,78.42,55.09,1496.78,2258.0,227.22,1154246.0,305.0,478.0,3737.0,6164.0,1087.0,,,109.0,377.0,,2576.0,2854.0,68023.0,2554.0,1394.0,3787.0,3701.0,2292.0,98.0,99.6,,14.9,,17.1,492.0,3.6,完成,完成,1.0,2576.0,,2.6,5879.21,2765.59,13.16,9386.5,9.8,-3.7,25.4,0.67,3672792.0,4229.0,119220000.0,3079.0,0.7280681012059589,2257.58,,,,,,2576.0,,5.0,,,,,2212.0,2230978.0,-9.13,68023.0,,,,,,,,,,,,,,,150.39999999999998,,,,16.33,41.8,,1841.96,,8499.0,45261.05,2.6,2900.72,-3.7,0.42,0.67,,45274000.0,20457180.0,92274876.0,4229.0,3079.0,1833.0,2765.59,5879.21,,2257.58,,,,0.251,0.5,1.0,1081.0,354.0,10.805300713557585,19.500000000000007,227.22,55.09,2258.0,12.50265721877768,2101.9426456984274,1556.214689265537,2576.0,6.314486174164258,2230978.0,8.660628881987579,10.227736152314538,93.43658753332488,609.1274532986522,,45730.7,,8.86,,798910000.0,10015.16,14585.26,19723.0,6289.0,15.8,0.94,,-29.5,668.4,98229.0,assessed,1.0,1.0,3.6000000000000014,0.5,15.5,0.3947587007381345,2230978.0,3006.0,472949028.0,1450.0,360.0,154.0,336.0,1110.0,,,,,,main,,,,,87.51047547760956,1.3673630833047037,2301.8492411784,0.6847275534946468,5.0,1293.0,308.0,1223.0
2022,Liaoning,辽宁,binding,21.6,16.5,18.1,14.8,3.5,1.6999999999999993,1.0,1.0,1.5,0.7,28826.1,68422.0,4197.0,2598.0,11363.6,14864.5,9142.2,0.3942121896475763,0.5156611543011368,305.0,3835.0,1173.0,601.0,255.26,75.97,2276.0,1523.0,2551.0,2146268.0,2146268.0,79.7,75.97,1394.12,2257.0,255.26,1424538.0,305.0,601.0,3835.0,6580.0,1173.0,,,140.0,465.0,,2551.0,2917.0,70099.0,2598.0,1523.0,3402.0,3435.0,2276.0,98.5,99.3,14.75,,16.9,,551.0,3.5,完成,完成,1.0,2551.0,,3.6,6261.43,2525.07,13.11,9929.6,55.2,1.0,16.9,0.67,3756732.0,4197.0,118660000.0,3064.0,0.7300452704312604,2256.78,,,,,,2551.0,,5.0,,,,,2185.0,2146268.0,-3.8,70099.0,,,,,,,,,,,,,,,150.0,,,,13.05,40.9,,1639.15,,8923.0,47292.14,3.6,2362.0,1.0,0.43,0.67,,43729230.0,19710880.0,93230000.0,4197.0,3064.0,1792.0,2525.07,6261.43,,,,,,0.251,2.6000000000000014,1.3000000000000007,1166.0,423.0,7.911683532658698,25.73221757322175,255.26,75.97,2257.0,14.675675675675675,2189.1938250428816,1795.9810874704492,2551.0,-0.9704968944099335,2146268.0,8.41343786750294,4.557935399626389,88.49618921741062,607.8151060281153,,5329.0,,0.65,,124400000.0,1846.69,2729.83,3870.0,1160.0,1.52,,,-4.5,245.6,51454.0,assessed,1.0,1.0,3.5,1.6999999999999993,18.1,0.3942121896475763,2146268.0,3104.0,468193449.0,7749.0,2832.0,1300.0,1572.0,3310.0,,,,,,main,,,,,87.51047547760956,1.3673630833047037,2301.8492411784,0.6847275534946468,5.0,1487.0,567.0,1350.0
2023,Liaoning,辽宁,binding,25.3,20.8,19.2,16.0,6.100000000000001,4.800000000000001,1.0,1.0,2.0,0.7000000000000028,30209.4,72107.0,4182.0,2651.0,11734.5,15823.9,9836.5,0.3884386978887366,0.5238071593609935,334.0,3856.0,1429.0,958.0,331.24,110.86,2512.0,1533.0,2663.0,2710222.0,2710222.0,,,,,,1462695.0,334.0,958.0,3856.0,7244.0,1429.0,,,21.0,666.0,,2663.0,2966.0,72922.0,2113.0,1533.0,3243.0,3344.0,2512.0,98.0,99.3,,,,,,6.1,完成,完成,1.0,2663.0,,4.0,6574.78,2755.29,13.24,10220.2,9.4,14.0,25.4,0.68,3922250.0,4182.0,109060000.0,3074.0,0.7350549976087997,2362.91,,65.24,1354.64,,,2663.0,,5.0,,,,,2295.0,2710222.0,26.28,72922.0,,,,,,,,,,,,,,,152.4,,,,13.1,41.1,39.2,,,,,4.0,1742.8,14.0,0.43,0.68,,40623410.0,19064910.0,84900000.0,4182.0,3074.0,1847.0,2755.29,6574.78,,2362.91,1354.64,65.24,,0.251,1.099999999999998,1.1999999999999993,1421.0,575.0,21.82438192668372,59.40099833610648,331.24,110.86,2363.0,18.7092678798138,2331.0344827586205,1928.0,2663.0,4.390435123480985,2710223.0,10.177330078858429,4.798776109151093,88.15137010334531,636.7766618842659,,7202.8,,18.73,,36770000.0,2149.44,6730.08,,2473.0,32.93,0.23,,33.1,346.6,103109.0,assessed,1.0,1.0,6.100000000000001,4.800000000000001,19.2,0.3884386978887366,2710222.0,3357.0,457068699.0,3072.0,3325.0,1434.0,2044.0,1569.0,,,,,,main,,,,,87.51047547760956,1.3673630833047037,2301.8492411784,0.6847275534946468,5.0,2803.0,814.0,2470.0
2024,Liaoning,辽宁,binding,27.0,23.4,25.4,21.0,1.6000000000000014,2.3999999999999986,1.0,1.0,4.700000000000003,2.799999999999997,32612.7,78236.0,4155.0,2565.7,11503.3,18543.7,10228.9,0.3527245520916697,0.568603642139412,456.0,4011.0,1755.0,1214.0,365.9,150.23,2373.0,1451.0,2734.0,2708480.0,,,,,,,,,,,,,,,,,,,,,,,,,,95.3,97.2,17.7,,20.2,,,1.6,完成,完成,1.0,2734.0,,5.3,6853.17,2905.83,,,,,,,,4155.0,107250000.0,,,2379.37,,77.71,1271.78,,,2734.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,1393.67,,,,,38793360.0,18737600.0,77990000.0,4155.0,,,2905.83,6853.17,,2379.37,1271.78,77.71,,0.251,6.199999999999999,5.0,1745.0,604.0,22.813156053184038,26.72233820459291,365.9,150.23,2379.0,21.69525010508617,2096.8481375358165,2487.251655629139,2734.0,2.6661659782200475,2708480.0,9.906656912948062,7.9554708137202335,83.83237205137875,658.0024067388688,,,,,,99190000.0,3937.05,9974.11,,,,2.11,,,,,assessed,1.0,1.0,1.6000000000000014,2.3999999999999986,25.4,0.3527245520916697,2708480.0,3519.0,489862658.0,1498.0,1562.0,166.0,1300.0,707.0,,,25.4,,,main,,,,,87.51047547760956,1.3673630833047037,2301.8492411784,0.6847275534946468,5.0,2720.0,120.0,2315.0
2025,Liaoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.4,80.0,26.5,28.4,28.4,out_of_sample_extension,28.4,28.4,25.1,25.1,87.51047547760956,1.3673630833047037,2301.8492411784,0.6847275534946468,5.0,,,
2026,Liaoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.4,80.0,30.4,30.4,30.4,out_of_sample_extension,,29.4,,26.8,87.51047547760956,1.3673630833047037,2301.8492411784,0.6847275534946468,5.0,,,
2015,Ningxia,,pre_rps,15.6,13.4,,,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.0,3815.1,4539.0,18.59,93008.0,114282803.0,2667.11,3232.35,5614.0,1193.0,1.66,20.54,158.0,,167.8,240072.0,,,,,,,,,,,,,,,,,,,,,main,,,,,974.7981643015202,1.3262507912588262,2082.783259889856,0.9694097592887247,5.5,,,
2016,Ningxia,,pre_rps,21.1,19.1,,,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.39,4087.5,7461.0,45.17,181089.0,19902360.0,1812.29,5018.86,683.0,2088.0,23.81,0.02,351.76,,315.8,127174.0,,,,,,,,3845668.0,479.0,,1447.0,541.0,116.0,481.0,553.0,,,,,,main,,,,,974.7981643015202,1.3262507912588262,2082.783259889856,0.9694097592887247,5.5,,,
2017,Ningxia,宁夏,pre-rps,23.0,21.0,,,,,,,,,3200.3,45718.0,705.0,250.6,1406.0,1543.7,1253.7,0.4393338124550823,0.4823610286535637,43.0,2583.0,942.0,620.0,155.0,76.0,1650.0,1326.0,978.0,5270707.0,5270707.0,16.0,76.0,1158.0,1404.0,155.0,410310.0,43.0,620.0,2583.0,4188.0,942.0,3.52,93.0,432.0,525.0,,978.0,644.0,17618.0,3716.0,1326.0,5020.0,3643.0,1650.0,,,,,,,225.0,,,,,978.3,548.61,0.2,1372.78,417.59,3.46,1129.2,,,,0.14,291101.0,705.0,5039517.0,430.0,0.6099290780141844,1380.94,124.0,15.45,1144.39,11058.2,368.29,978.3,548.61,5.5,,25.0,3.52,680.0,705.0,5270707.0,37.06,17618.0,13216.0,644.0,268.0,62.0,525.0,,432.0,,93.0,891327.0,,751588.0,981331.0,2737402.0,161.05,1650.0,3716.0,5020.0,14.81,40.4,12.6,146.04,4067.16,1223.0,9495.5,0.2,652.84,,0.18,0.14,,636586.0,363282.0,1658130.0,705.0,430.0,1388.0,417.59,1372.78,,1380.94,1144.39,15.45,11058.2,0.3,,,162.0,791.0,,,18.0,113.0,791.0,16.561314791403287,1111.111111111111,1428.571428571429,687.0,,546983.0,7.961906841339156,,214.6673749336,974.468085106383,278.0,13431.6,11777.0,17.37,,46337190.0,3248.32,6801.26,2915.0,3535.0,26.95,1.27,260.0,,492.6,174632.0,assessed,,,,,,0.4393338124550823,5270707.0,,,597.0,251.0,,101.0,244.0,,,,,,main,,,,,974.7981643015202,1.3262507912588262,2082.783259889856,0.9694097592887247,5.5,,,
2018,Ningxia,宁夏,binding,25.2,22.3,20.0,18.0,,,0.0,0.0,2.3,2.5,3510.2,49614.0,710.0,279.4,1488.1,1742.7,1330.1,0.4239359580650675,0.4964674377528346,43.0,2845.0,1011.0,816.0,187.0,97.0,1888.0,1383.0,1065.0,7304220.0,7304220.0,20.0,97.0,1310.0,1614.0,187.0,316278.0,43.0,816.0,2845.0,4715.0,1011.0,3.51,187.0,101.0,372.0,84.0,1065.0,658.0,18547.0,4711.0,1383.0,4865.0,3649.0,1888.0,,,,19.8,,22.2,268.31,5.2,完成,完成,1.0,1064.85,,-18.2,1419.06,436.52,3.54,1191.0,-21.2,0.4,-17.0,0.14,369910.0,710.0,3776564.0,441.0,0.6211267605633802,1609.97,,19.76,1367.77,12711.22,,1064.85,,5.5,29.5,25.0,3.51,684.0,708.0,7304220.0,38.58,18547.0,14017.0,658.0,274.0,62.0,372.0,,101.0,84.0,187.0,442925.0,,415910.0,513747.0,2348075.0,156.0,1888.0,4711.0,4865.0,13.06,40.5,12.6,174.2,4305.6,1250.0,9657.0,-18.2,449.57,0.4,0.19,0.14,,705565.0,362140.0,1294258.0,710.0,441.0,1371.0,436.52,1419.06,,1609.97,1367.77,19.76,12711.22,0.3,,,267.0,962.0,7.32484076433122,31.612903225806456,38.0,131.0,962.0,17.56756756756757,1423.2209737827716,1361.7463617463618,738.0,8.895705521472387,1571707.0,21.296842818428185,9.683467174952344,210.2444305167797,1039.43661971831,,9763.5,4421.0,1.11,,515679700.0,7108.15,8351.54,,2206.0,1.31,14.54,,28.0,427.1,80827.0,assessed,,,,,,0.4239359580650675,7304220.0,494.0,,877.0,249.0,68.0,234.0,643.0,,,,,,main,,,,,974.7981643015202,1.3262507912588262,2082.783259889856,0.9694097592887247,5.5,,,
